codigo_estacion,region,altura,latitud,longitud,anio,mes,dia,agua_caida,fecha
170001,15,4084,-17.595,-69.4775,2023,12,7,0.10000000149011612,2023-12-07
170001,15,4084,-17.595,-69.4775,2023,12,8,0.30000001192092896,2023-12-08
170001,15,4084,-17.595,-69.4775,2023,12,9,0.0,2023-12-09
170001,15,4084,-17.595,-69.4775,2023,12,10,5.800000190734863,2023-12-10
170001,15,4084,-17.595,-69.4775,2023,12,11,0.30000001192092896,2023-12-11
170001,15,4084,-17.595,-69.4775,2023,12,12,0.0,2023-12-12
170001,15,4084,-17.595,-69.4775,2023,12,13,2.0999999046325684,2023-12-13
170001,15,4084,-17.595,-69.4775,2023,12,14,4.300000190734863,2023-12-14
170001,15,4084,-17.595,-69.4775,2023,12,15,0.0,2023-12-15
170001,15,4084,-17.595,-69.4775,2023,12,16,0.0,2023-12-16
170001,15,4084,-17.595,-69.4775,2023,12,17,0.20000000298023224,2023-12-17
170001,15,4084,-17.595,-69.4775,2023,12,18,0.0,2023-12-18
170001,15,4084,-17.595,-69.4775,2023,12,19,0.0,2023-12-19
170001,15,4084,-17.595,-69.4775,2023,12,20,0.0,2023-12-20
170001,15,4084,-17.595,-69.4775,2023,12,21,0.0,2023-12-21
170001,15,4084,-17.595,-69.4775,2023,12,22,0.0,2023-12-22
170001,15,4084,-17.595,-69.4775,2023,12,23,0.0,2023-12-23
170001,15,4084,-17.595,-69.4775,2023,12,24,1.0,2023-12-24
170001,15,4084,-17.595,-69.4775,2023,12,25,0.0,2023-12-25
170001,15,4084,-17.595,-69.4775,2023,12,26,13.300000190734863,2023-12-26
170001,15,4084,-17.595,-69.4775,2023,12,27,2.9000000953674316,2023-12-27
170001,15,4084,-17.595,-69.4775,2023,12,28,5.599999904632568,2023-12-28
170001,15,4084,-17.595,-69.4775,2023,12,29,0.0,2023-12-29
170001,15,4084,-17.595,-69.4775,2023,12,30,0.0,2023-12-30
170001,15,4084,-17.595,-69.4775,2023,12,31,0.0,2023-12-31
170001,15,4084,-17.595,-69.4775,2024,1,1,0.0,2024-01-01
170001,15,4084,-17.595,-69.4775,2024,1,2,0.0,2024-01-02
170001,15,4084,-17.595,-69.4775,2024,1,3,0.8999999761581421,2024-01-03
170001,15,4084,-17.595,-69.4775,2024,1,4,4.400000095367432,2024-01-04
170001,15,4084,-17.595,-69.4775,2024,1,5,0.0,2024-01-05
170001,15,4084,-17.595,-69.4775,2024,1,6,0.6000000238418579,2024-01-06
170001,15,4084,-17.595,-69.4775,2024,1,7,0.4000000059604645,2024-01-07
170001,15,4084,-17.595,-69.4775,2024,1,8,0.20000000298023224,2024-01-08
170001,15,4084,-17.595,-69.4775,2024,1,9,0.0,2024-01-09
170001,15,4084,-17.595,-69.4775,2024,1,10,0.0,2024-01-10
170001,15,4084,-17.595,-69.4775,2024,1,11,1.100000023841858,2024-01-11
170001,15,4084,-17.595,-69.4775,2024,1,12,3.9000000953674316,2024-01-12
170001,15,4084,-17.595,-69.4775,2024,1,13,0.699999988079071,2024-01-13
170001,15,4084,-17.595,-69.4775,2024,1,14,0.30000001192092896,2024-01-14
170001,15,4084,-17.595,-69.4775,2024,1,15,1.7999999523162842,2024-01-15
170001,15,4084,-17.595,-69.4775,2024,1,16,0.20000000298023224,2024-01-16
170001,15,4084,-17.595,-69.4775,2024,1,17,0.0,2024-01-17
170001,15,4084,-17.595,-69.4775,2024,1,18,1.2999999523162842,2024-01-18
170001,15,4084,-17.595,-69.4775,2024,1,19,5.699999809265137,2024-01-19
170001,15,4084,-17.595,-69.4775,2024,1,20,0.0,2024-01-20
170001,15,4084,-17.595,-69.4775,2024,1,21,1.5,2024-01-21
170001,15,4084,-17.595,-69.4775,2024,1,22,12.199999809265137,2024-01-22
170001,15,4084,-17.595,-69.4775,2024,1,23,0.0,2024-01-23
170001,15,4084,-17.595,-69.4775,2024,1,24,0.0,2024-01-24
170001,15,4084,-17.595,-69.4775,2024,1,25,0.0,2024-01-25
